user_id,item_list
11715,2004 2399 1210 6332 3824 4270 4351 6675 2167 2904 1257 1691 1503 3752 2557 917 1644 5766 1458 1544
11716,5064 4342 412 4532 3316 1418 1339 4625 5705 6771 3236 1705 5460 698 5063 5920 4200 1920 4373 4970
11717,3707 1445 6684 5407 6624 1643 536 1983 5469 4200 479 3057 3496 1294 4570 4312 5666 868 6219 2080
11718,3285 3666 2093 5799 2557 3857 6310 2168 1930 596 5000 3310 6730 1610 1568 3180 6424 6190 2556 1501
11719,5442 6481 4045 4800 2004 5069 2628 5956 4351 4169 4231 2438 2105 1830 4312 6675 3158 2986 3305 4604
11720,3142 3590 1171 4685 1940 5981 955 1328 2295 2167 6018 5407 3602 5390 5230 4486 1994 2556 2745 5830
11721,3142 6873 3300 2907 6519 6457 2295 1960 4300 92 1245 6378 6810 6133 132 814 6930 2731 5474 5919
11722,1373 2226 3462 1286 5326 2199 3621 6013 4180 1364 1294 3316 5329 3244 868 1963 3607 3767 2369 5490
11723,2703 236 4312 5073 4728 5469 3602 3269 479 2255 2835 6382 6054 6584 84 1373 6624 2798 5460 1700
11724,1546 3948 4608 4855 1989 1038 3621 2167 1539 1403 3602 4565 89 6096 5466 1134 2557 1041 6516 2275
11725,2412 492 3300 5387 966 479 5806 4298 6243 3622 495 1418 3592 3617 832 4704 5766 1373 4572 1340
11726,2456 283 4709 2556 1791 5323 1252 4172 1373 4480 4572 5981 3044 2195 2904 4794 5644 5022 2970 601
11727,5387 1940 1168 2556 3666 5854 6730 2110 4251 5744 4023 814 596 5407 479 2412 4291 4172 6516 1343
11728,4533 1252 51 4570 2917 5812 2151 479 6329 4709 5323 2005 6926 1294 6624 372 6081 4572 4529 2557
11729,4728 4977 1294 236 5073 5532 966 1696 3588 1168 1602 414 2557 224 4200 4222 43 955 5469 594
11730,3875 1452 5122 868 1651 4414 6273 966 479 536 6262 3325 2390 417 814 6472 6198 112 6592 6584
11731,1294 5532 4251 2556 5640 4833 457 4195 5981 1452 6165 1217 2005 5326 4480 3236 814 657 5489 372
11732,1494 1267 729 2232 5167 5460 1920 4342 1183 262 2059 6892 4291 1051 1963 5356 4545 4089 4200 2024
11733,6739 6561 4720 6532 4312 5442 3819 4200 5532 1418 3269 4709 814 1428 1329 2917 457 1339 1554 5323
11734,4534 4414 1328 2369 5961 2556 5230 5407 3236 479 291 4291 1666 955 3631 4103 6377 5785 2390 814
11735,5258 5965 6472 2628 2472 6142 1539 6797 3602 5864 3104 6729 5636 261 5609 1829 2538 5063 975 123
11736,2226 6633 4408 5863 495 4103 1940 1399 6411 6098 5335 4554 1560 3995 4486 2886 4191 2709 3751 4195
11737,4291 5252 1963 2556 479 3410 4714 2369 227 3731 6624 1418 5167 777 2228 3236 622 5469 5662 6619
11738,4103 3316 4373 479 3244 494 4200 6584 2091 1418 531 3626 4533 1940 5295 665 2012 355 1097 823
11739,4045 6633 4989 4815 891 5532 5662 112 6050 531 559 2390 2324 3236 665 6584 2776 1063 1418 942
11740,621 5854 6935 3962 236 4727 5532 112 1983 479 6530 6382 3300 4608 6359 3736 6155 1252 3316 5474
11741,3285 2628 1983 6624 3622 3049 6561 4264 4767 1621 5335 1940 372 601 4709 2110 2228 622 3506 1373
11742,5335 6377 1560 5854 3218 5369 4773 1294 6955 4270 550 479 2006 2340 6382 4191 5469 594 956 4835
11743,4291 4532 5063 4200 3622 5469 2167 1700 5489 2602 4220 1073 3410 5609 6287 3049 5269 3236 5705 1940
11744,6382 3604 5857 3977 2232 4685 6377 4408 428 1000 2369 4414 2167 2977 4180 2556 4247 3270 4484 5407
11745,729 2232 1940 4220 5076 1418 262 5532 4023 3602 2152 4200 6584 5469 2329 4291 457 355 200 2148
11746,4045 1183 5879 5356 4291 1983 4864 6126 1106 4570 459 262 5847 3316 3256 3410 201 4279 3236 5502
11747,6034 6966 918 2727 1791 3621 2356 3 112 41 602 601 2557 4251 1580 2298 868 2110 3666 3410
11748,4500 2754 479 6158 2228 2341 4970 2050 2329 1940 86 4180 4545 4554 5356 2557 4147 5966 6624 4045
11749,1000 2228 4180 479 3244 1911 1940 2203 1963 777 3236 4103 1909 2405 6624 868 2050 3807 1339 1418
11750,2412 4045 2539 3512 5076 2167 6213 4291 1073 868 372 1183 5069 1339 4514 1503 5065 6584 6330 5469
11751,602 4317 2556 4877 3434 5672 1539 6050 5766 550 814 5469 25 1983 6810 4291 4714 4532 3410 123
11752,2522 227 1433 4012 3526 6530 3970 3434 3516 6707 54 3590 3158 6155 6125 3857 5586 6236 414 607
11753,6203 2321 5326 6633 3236 5977 2093 1799 1038 5117 2167 1182 1887 596 2099 2904 6846 160 4514 782
11754,4270 5337 1983 3236 123 5323 2101 5223 283 4570 2080 479 4200 5981 6165 3707 4480 5553 2005 5640
11755,3989 2659 428 4373 1183 3740 5460 495 258 6307 2779 6958 6382 1267 2059 3316 3602 3236 2183 1143
11756,1168 2228 2170 2772 2871 3436 1339 291 4492 2369 3602 4487 4103 5076 459 3576 6126 2754 3707 123
11757,54 5073 843 1655 2556 457 4728 5458 1339 4981 5428 2228 2707 4598 4222 2557 6005 4196 2574 777
11758,4298 596 457 2557 2539 2891 2341 1958 4877 1887 6013 6096 1696 2412 6516 832 1522 4200 3382 6592
11759,1644 6018 2233 2167 1691 640 4877 5965 3962 3824 3861 351 6058 1743 457 3149 287 2628 5806 5489
11760,5294 3602 640 4654 4720 1968 2628 814 5466 3445 6930 3236 3989 44 4128 1544 2399 4238 1503 2080
11761,2273 4483 366 2167 5956 868 6889 2557 157 2152 457 5022 200 479 6584 2438 1818 5760 531 2071
11762,6382 6377 5854 1651 777 2266 3604 956 6561 3040 187 2167 69 6203 2873 495 2405 4728 6390 1063
11763,3713 655 4302 2539 5474 3180 5458 3526 3746 5073 4728 4080 5985 5211 1554 1075 3236 1497 6562 6633
11764,5323 4318 4023 4713 5489 6165 1252 2955 2874 1571 5644 5673 5232 2915 5630 2023 283 5504 406 4572
11765,1407 6771 5668 4045 3236 5218 4270 4864 1983 2955 3506 5122 4414 1038 5609 355 2399 4476 1077 4343
11766,5969 6624 1458 809 980 5014 6810 6190 4909 5766 2556 1452 2798 5671 227 3737 2429 3410 1013 868
11767,2456 457 3410 2574 1252 146 6228 5490 4572 2557 6329 2539 6050 1038 2356 283 2397 1791 3730 2167
11768,3325 2657 262 2653 5213 5662 6846 6073 882 4019 5724 5025 3413 4852 6462 479 3918 4023 6543 6562
11769,4608 3010 2167 5466 1887 2556 1339 1168 457 2438 2557 594 4514 2110 6626 955 1038 4572 596 439
11770,3316 1994 5252 4291 814 6955 479 2557 2772 4373 2653 6771 4554 2228 536 2266 1294 2024 4593 6330
11771,2369 4545 1106 4291 4279 5252 275 291 201 4912 3427 355 4487 4114 6271 4533 111 4121 2556 6330
11772,1602 2152 2232 6453 5073 112 2188 5738 4634 2556 1302 132 6497 6213 1210 1458 1554 5766 2731 2059
11773,3436 4570 1940 336 2727 146 3265 4709 75 283 5644 5324 6730 5640 5981 2455 1063 6165 6771 4572
11774,86 1940 1171 3602 2557 4291 5335 4023 2077 2886 4264 2415 5666 1339 5640 4533 3218 2167 1452 1539
11775,2628 1062 3285 351 5553 1295 5965 3617 4704 5337 2324 4877 3857 3752 6504 3010 1052 2652 4264 788
11776,5252 336 1168 2557 536 6624 1294 5326 4200 504 3236 5269 5340 3410 3316 4251 2181 2438 5469 4709
11777,2456 6034 918 434 6645 6926 3765 5723 479 5920 1214 2154 1138 5595 1447 4027 1263 563 4848 5167
11778,5292 314 3607 6665 132 891 6519 6133 2998 4179 5766 1366 3100 2188 4172 4200 2178 3666 1035 6913
11779,2399 2412 5076 5213 3441 1488 1895 4815 479 6704 6846 4912 665 4316 1503 6281 6203 1418 2591 6892
11780,4351 1393 479 814 955 2369 5269 6651 6624 1503 3258 3707 6654 4570 4996 531 2886 495 287 5407
11781,351 4291 5690 5442 4545 325 2168 2499 2960 3989 2194 4720 3875 1610 5466 4459 1073 1503 247 6054
11782,2601 2456 495 3778 2574 2110 4200 2556 868 4513 3326 6299 6846 3824 1108 3787 1682 1696 5022 4291
11783,2653 5252 5323 1407 2955 4570 3970 4572 4877 4312 6624 3316 4296 428 5304 5637 2167 3410 2356 4552
11784,6142 6624 457 2557 1940 479 4200 5469 3707 3410 2228 5340 1071 5076 531 2835 1621 1791 4023 6584
11785,3285 4291 355 2167 2556 4500 4545 4180 1183 4487 3236 531 6363 2557 5326 6330 657 1554 2329 1963
11786,775 1373 4351 3875 2226 1131 656 1171 5857 6098 4486 4932 1458 2917 2195 2628 868 6730 3526 3010
11787,2556 868 3875 4709 4023 2798 4090 6810 914 6077 343 5203 227 2308 5236 5671 1373 5323 344 2503
11788,3285 3602 4291 814 6103 6930 2556 355 2538 1779 6158 5011 6843 2080 247 2300 3930 6624 457 5010
11789,5069 2703 3180 5469 966 51 140 999 2556 1700 252 955 515 5369 1339 6095 5065 3221 4977 1306
11790,1602 868 966 515 536 1339 255 457 5723 6058 1983 814 4728 656 5806 6810 4251 5398 1581 3819
11791,215 2556 3602 6704 1804 6730 5457 2356 814 146 6307 2005 3666 3410 5785 2275 1373 2308 2024 5223
11792,236 417 2556 4714 457 5122 2167 5961 3410 2557 4414 5671 6626 123 1458 5474 1940 5369 5766 4796
11793,6771 4270 1503 3236 262 2904 2556 1038 3049 4833 5167 5340 4200 1920 3989 4625 4291 2803 4974 729
11794,2747 4405 5609 4291 1983 4570 4200 3164 5269 123 594 2556 3707 2557 1143 1452 3285 225 4342 86
11795,868 625 1458 3221 3604 92 1651 2438 966 6050 3373 3410 4697 1643 457 495 5073 1098 193 4783
11796,3142 2194 3516 6873 2228 2295 5076 4896 6275 6810 5956 4023 5323 4833 3460 4264 2545 275 5857 3305
11797,1940 5489 6372 283 5410 5223 1467 2252 2005 2226 2195 3180 2108 5335 3496 6291 1217 1868 1294 5640
11798,5899 5324 6210 1887 2556 5489 5766 6101 4023 146 1722 1940 4480 2101 3602 5423 4709 2396 5323 2231
11799,2226 6190 5766 5671 868 5961 5532 2397 982 4200 2241 578 457 1339 5969 2154 5474 6422 6624 1503
11800,3607 868 1602 3180 5532 955 4298 5965 5387 4728 4720 1610 1286 3602 4231 5186 4291 2556 2226 6293
11801,2527 5069 1393 4877 5240 3989 5037 4833 2369 4150 814 5326 479 3441 1484 3256 3787 1294 3243 6584
11802,5076 3000 2399 5637 3236 2873 6771 4877 3441 3506 1641 459 5231 5010 1038 2099 4032 3622 5169 5323
11803,515 891 814 3602 412 3410 4572 2445 5847 5690 1700 4545 2556 2369 3236 640 3567 5076 4864 6624
11804,621 457 4045 6213 479 1554 4195 1407 6203 6772 4080 6121 1850 5614 3462 3297 3607 336 509 1364
11805,1602 3373 5532 1373 479 5304 2844 5408 1339 2438 2110 5076 3819 4514 3604 814 372 3236 1294 4200
11806,5258 2004 2390 2703 2233 3824 2448 6796 6675 3602 3713 1403 3410 6780 6626 1983 6308 3049 814 219
11807,2538 5335 5532 4405 5269 6050 1492 4570 6180 814 5356 5950 5168 3218 6847 4970 1779 6158 806 1901
11808,2110 4023 2455 5640 5644 5409 3666 2101 1469 5442 2080 5337 208 4572 2399 6210 5489 91 5223 1791
11809,5394 640 2110 955 2168 495 3795 1168 3918 1983 2760 3244 5343 479 5950 2653 3325 5469 6955 3954
11810,559 942 4291 6316 3133 1183 3410 1294 3857 3752 2472 5609 282 3506 5549 366 3290 3512 2399 5586
11811,6173 1373 271 4728 5861 372 5081 1596 5723 4012 4483 3042 2574 495 1524 6050 3924 2628 5971 5408
11812,6050 1038 6771 5295 5489 3410 6846 4251 814 4291 2573 4029 355 5326 5076 457 956 1739 6624 1339
11813,4720 5167 6316 2645 6532 5877 5369 3966 6926 3765 222 502 655 4399 4200 1610 4604 5252 814 2255
11814,1930 5337 1252 917 4955 4172 4459 2574 1709 6312 982 5354 1152 865 3387 1307 4611 2101 5631 4794
11815,3487 479 5532 1227 5230 2556 2545 4302 868 4533 4572 6651 814 2168 4103 5076 3218 6213 5326 3795
11816,5637 355 6624 5812 1503 1445 4877 479 6329 457 4200 3526 1373 5553 2703 4029 5460 3607 5490 1339
11817,4045 4291 3607 2539 1940 4709 6165 814 4270 6519 3180 5642 4300 3955 2556 1152 2226 1403 5532 4172
11818,596 6584 457 2341 4231 6050 4200 1339 2438 1602 3410 3236 2529 479 2456 3053 3819 6624 601 3560
11819,5231 2115 1940 351 4270 5323 4720 355 992 5469 1691 3622 3752 3861 6190 2228 2509 4780 4727 2556
11820,1940 3201 1038 4023 6630 5489 4459 5981 4179 3676 3074 1887 2195 283 3100 1958 5640 6889 2917 596
11821,5965 3824 2228 6627 4023 297 6561 3013 275 5258 457 6293 2110 868 5323 2080 2628 4351 4877 4572
11822,4032 5240 1700 1402 3300 1373 4045 5814 3740 3666 6846 3167 3970 3410 1651 4296 4864 4877 4608 5037
11823,5706 3824 1651 3180 344 966 4351 3526 3503 3977 5369 2228 1940 2557 6516 5407 4728 2798 119 4344
11824,4709 479 531 6165 2228 4572 3325 355 1418 457 5981 2005 1554 6730 2012 4029 5914 3316 3236 5469
11825,4709 3462 5489 6073 25 3602 2455 5477 5223 6165 5501 2557 91 1329 1501 1038 4172 2167 1791 457
11826,2088 6022 5532 4128 6624 1818 814 479 1339 666 5469 5356 5069 4324 868 601 2152 2632 4544 2734
11827,3551 4023 2228 3040 536 6627 1696 3496 1983 1118 2005 1168 3269 2557 5644 1339 4813 4529 2329 2891
11828,1981 6630 6158 479 3167 2772 1073 5240 5532 6665 6584 6651 4200 5964 5191 2998 1700 4056 5854 5111
11829,2456 4720 2844 3410 5766 2556 3602 5696 2835 814 2557 495 6624 1062 479 4704 6584 1339 457 3617
11830,236 2369 2167 434 2228 536 6382 4291 814 2709 972 6198 5976 5666 2284 5407 5469 1074 291 3740
11831,4912 4373 2152 3989 3512 1267 6054 2848 1302 2803 1073 1685 4625 5167 479 222 563 3882 4312 531
11832,4180 6377 4247 4500 3167 2369 2886 428 2556 1963 4191 4023 12 6271 2406 4027 793 291 4103 2050
11833,2628 966 2869 4291 5690 3506 1655 479 412 3305 531 5662 3040 4970 4709 4023 4114 2556 5073 201
11834,5323 4709 755 6165 4023 313 5630 4480 6034 479 918 5637 6190 1402 1373 2818 2556 5407 6136 329
11835,3512 1981 5896 2659 5069 4625 3286 972 1610 5356 2167 4841 5469 57 5879 336 262 4291 6666 125
11836,5746 1366 4179 1902 526 5314 3074 1940 2998 491 4291 5797 5292 2556 2228 3602 4877 2516 6630 2369
11837,3977 1373 6018 3607 2194 2917 5369 6810 6098 3602 5490 457 814 6411 2628 1146 2798 1940 1013 2438
11838,3512 4300 4592 2703 2399 2731 3410 4245 4977 1796 1245 4728 935 4704 20 2557 1377 262 4625 1588
11839,4789 1182 236 1183 2539 3201 5532 6472 3622 5469 4340 3410 5609 868 3236 3526 4291 3326 1373 5065
11840,5076 2628 2399 1602 3857 3285 1940 6472 5037 479 1364 1252 2754 2871 1912 2232 2167 6561 657 2557
11841,6126 336 479 6890 5532 2557 3236 5076 5340 4572 457 5640 3410 2653 2148 2024 4487 633 1940 5934
11842,4704 1062 4161 4554 2844 6466 5285 1572 291 788 2556 4709 6647 3659 5854 6739 5323 5314 1339 4023
11843,1252 140 4709 459 5532 2556 5326 4633 596 2341 1373 531 2574 3236 504 283 1294 4570 3666 6330
11844,6431 5076 5513 4373 1554 336 4220 84 3040 6810 2659 20 3236 4720 5847 1267 6271 4272 459 5705
11845,5167 3604 3316 4313 355 814 4848 1963 5326 1974 2653 5723 729 2835 6635 2557 1373 6584 4554 6624
11846,5294 1539 4877 1644 4527 1116 5785 5442 5553 261 2529 247 2110 3269 1134 2369 6842 1257 6882 3434
11847,4533 2557 966 2556 3714 4777 6624 2880 777 2151 1968 3410 4796 372 734 4103 5469 4291 4200 3040
11848,5076 4220 5158 3436 5240 428 3824 4296 1196 4514 3410 479 6329 6382 355 4989 3602 1252 3010 814
11849,1407 2251 891 6050 3105 6316 5369 6965 2459 84 86 1800 4484 1051 112 222 6954 1685 4572 6639
11850,1286 4220 6013 5544 935 3180 4291 2936 2779 4029 479 868 814 2499 201 132 3441 453 2555 2731
11851,6684 3105 5369 4200 236 4720 5532 3602 4147 2779 6212 4977 3824 1779 4220 5650 3373 457 6329 544
11852,1407 3441 2628 5076 2798 814 6771 3410 4633 3506 4279 4172 5390 2101 5640 5532 1848 2167 5609 972
11853,1700 6645 6158 4912 3441 6271 5076 1560 1488 1294 2557 5069 457 479 2917 3740 1735 5025 3208 5213
11854,1252 313 2917 775 5814 5785 2397 6771 479 6219 6624 4291 3410 814 5076 4796 3316 283 2110 130
11855,6077 602 3607 775 656 1399 6810 5706 6935 1171 1013 536 2704 3 3239 5814 2397 2240 1691 793
11856,4045 1651 2589 6633 3602 814 2369 1539 4484 5329 2228 4293 3049 4338 3754 5369 5407 5464 4936 2077
11857,2557 1503 5532 1940 4896 457 3754 4691 1339 275 4486 5407 123 2228 3506 3285 4709 596 4572 1539
11858,6635 2556 2369 2545 4545 814 1339 6098 1940 3819 4180 2228 1168 4291 3410 291 1610 5740 6411 355
11859,1940 1373 3977 1458 5489 2760 4932 3666 2557 5644 6730 5477 5665 4154 2329 2628 3285 1339 3258 3602
11860,3621 495 868 1373 3602 601 4231 3373 2438 2110 3269 5882 4264 6516 3338 457 132 1252 6378 4544
11861,3100 3592 1366 2527 6635 4492 594 1106 3410 4728 417 2539 5458 4554 5532 3427 6619 793 2574 1902
11862,4800 5902 2300 2438 798 2448 1825 5394 2390 2093 432 5898 2445 3013 1553 3930 6930 6050 5010 626
11863,3512 5073 6158 5696 1700 4291 2556 3373 6561 966 868 6332 596 4977 536 1791 479 1373 1339 6739
11864,5965 6353 4270 4032 2776 2093 6516 355 4709 3410 91 5323 2448 4180 2597 6651 4611 5532 1503 275
11865,3875 4414 2252 955 4012 2108 814 966 4728 414 3269 3373 1373 4231 1339 2080 596 1203 1568 457
11866,5230 1963 2203 291 2228 4291 5640 5950 3325 3807 2284 5252 381 69 1729 6955 2050 4103 3567 4247
11867,2798 2556 5766 457 5407 3269 3819 3373 1168 601 2195 6165 4231 2167 4012 1146 2005 5532 6627 25
11868,4161 3208 1796 3617 2921 2167 412 4351 6624 200 5966 2557 5690 6922 868 6584 5609 479 1610 2399
11869,6158 236 4841 1286 2004 4864 6174 2880 3462 86 2412 1940 2093 2557 4298 4048 2167 594 665 5965
11870,2844 4720 2438 559 1353 4045 5394 1602 6013 3343 4864 457 6190 2110 832 313 4592 865 146 6584
11871,2004 5965 5064 5956 4291 2529 6472 4879 5532 640 1373 456 6490 2324 5498 2430 2960 4425 6329 2273
11872,5337 5766 4480 283 5223 1522 6165 2005 3797 2556 6291 3044 1467 4572 596 1373 5640 1252 2329 5490
11873,4484 6965 4291 2167 531 563 4200 5069 4912 5356 3966 5167 5460 4029 1418 5896 2505 4848 6651 6584
11874,814 2556 1983 2628 504 4896 1294 1168 3410 5407 3754 6002 1469 1339 5609 3236 4877 1739 6624 4572
11875,86 2527 5466 2886 5972 536 2557 6890 4709 4781 4066 5690 6492 457 3777 1168 1651 1339 2628 3711
11876,5387 2703 6377 3105 536 6780 2341 6698 4581 4593 6955 3010 4231 3218 3621 2110 4789 3666 4605 2167
11877,479 4238 1418 5469 3000 6313 3236 531 3576 3765 6624 1106 2556 4180 1963 3918 5167 868 6646 5335
11878,428 3410 4709 2556 4291 5972 3506 3236 5407 479 2050 5705 5252 5640 3135 5076 6054 4760 1818 4877
11879,4012 6561 2093 5532 5469 6624 3410 2556 2390 2255 3512 2046 3236 5356 5065 2199 372 868 457 4220
11880,1294 4970 4291 5295 372 4195 6771 5356 3410 5950 459 1250 2556 1073 5469 1702 6126 1484 3285 4200
11881,3373 1800 3604 4373 4484 2412 236 4045 868 3410 4532 2659 222 2445 2779 6561 3873 2459 3602 1073
11882,6810 3516 3526 2308 3460 1949 6935 3970 812 1407 6457 4302 4057 6530 943 139 5978 3418 2727 1326
11883,5323 5981 4709 2329 1294 2818 657 5324 1217 6101 5852 6291 4172 2556 6136 3666 5504 6210 5547 283
11884,5337 2938 3607 1884 5723 3252 4172 4023 3631 2574 4535 1458 5981 1847 640 1983 4166 6165 4572 5323
11885,6158 1183 814 1494 3472 2556 44 479 4532 5609 3512 6307 2829 4572 6843 3285 1779 4270 531 1503
11886,4912 5965 3512 4342 2779 479 3989 6892 531 3966 5460 6624 4625 4291 2556 6330 6213 2183 3812 4180
11887,6771 5269 3516 227 4815 479 3607 254 814 881 4484 5766 3049 5671 123 2399 5407 4291 3325 1501
11888,6519 2557 1373 6190 1651 6133 2970 283 625 5442 2110 457 1791 1567 340 4813 5489 6150 6896 3326
11889,479 5064 6624 4570 123 2891 1373 2321 1958 5673 6730 4291 2023 4809 2653 531 559 1294 5326 372
11890,6532 3512 2556 3410 4572 4200 4291 1418 6054 868 1610 2438 5941 3236 2829 5252 2024 2356 6843 3930
11891,4533 6472 559 3236 2275 2557 3707 1983 3410 2556 814 1696 5778 5553 2345 275 4291 89 4796 1818
11892,336 2556 372 4312 1168 1339 5532 224 4200 1373 1418 531 6219 5326 2110 5295 5466 2438 4570 868
11893,2632 4220 1783 3426 2275 2829 6530 5369 812 1302 4312 5498 6843 688 222 4200 2555 3765 4925 44
11894,6519 169 5766 3410 3180 132 1245 2731 3325 4877 814 6284 3125 868 603 5544 4291 5469 2363 6378
11895,2412 3607 2703 2167 3373 515 4298 1912 479 5076 6287 1183 459 5460 1286 4200 1983 2024 4572 4279
11896,2456 4813 2628 3621 5766 5532 2341 868 1373 4514 3040 1887 640 3506 2101 596 601 2438 2080 3445
11897,1458 6018 2556 3506 4291 3462 4484 1610 1373 5966 1696 6651 5469 5076 640 1339 2390 2438 3410 4231
11898,4023 1373 4161 5073 3040 1339 536 3819 2844 5457 457 1168 4545 2557 4514 4012 4483 4981 6165 6627
11899,5258 5442 2167 2390 4220 1610 6180 2339 6843 5636 1779 1484 5362 571 6353 4029 6301 6684 4925 1818
11900,1328 6449 2904 2083 1072 6050 2438 4529 4608 1373 3349 2228 5364 5442 3125 6935 868 5407 1568 1263
11901,868 6454 4877 3142 955 1940 5640 4709 5073 5323 5981 5868 4480 6729 6810 5286 1539 6281 640 4291
11902,5258 1800 2255 1418 1267 3713 5854 6796 262 531 6050 5896 5460 1554 2059 5073 891 2459 6624 814
11903,3512 479 4200 2556 5469 531 6624 6584 3441 457 3373 4572 1418 5167 729 200 5252 4291 596 4570
11904,2399 536 479 2445 2556 2284 6637 4554 5469 596 3410 2986 956 2369 1339 3244 2557 5205 1106 3666
11905,4285 1373 2399 3774 5965 5258 1295 3551 6521 559 515 491 6665 6018 1983 2986 4179 1393 4906 4813
11906,4300 6378 2167 3526 5956 1373 5544 6236 5335 935 6624 2188 5919 4317 1207 2308 2162 1168 1098 2557
11907,3441 1700 4342 3236 4200 479 6624 531 2727 4373 891 4045 5640 459 1106 502 6158 2848 6666 5723
11908,3602 2557 5407 5666 5710 291 1539 1168 596 4532 3135 2986 1339 2886 3857 5640 4264 2369 1568 6500
11909,6633 5295 868 2557 2869 4570 1278 313 5766 3532 3049 814 531 2168 2399 4484 5723 262 1373 3626
11910,5879 1494 3989 479 814 5705 4654 3765 2556 3512 5553 1503 44 4291 6353 6330 6624 4709 5252 5460
11911,5815 4023 955 3040 5323 5442 5710 2228 1373 2369 417 2077 5640 2556 6332 2886 2776 1229 2005 5407
11912,282 1644 4720 2438 4291 4877 2167 89 1602 5738 2275 6626 1943 4470 3305 44 2077 1544 1539 247
11913,4572 868 5532 1373 3236 5469 4313 531 5252 1418 5489 262 3666 4200 2438 372 814 4544 2024 5326
11914,3389 20 4291 5064 6203 3656 3602 1038 2602 2628 640 4023 5965 146 4970 3713 3410 457 585 524
11915,3551 4691 935 868 1651 955 495 4486 1458 1373 5919 3496 1960 1098 5766 1339 817 4300 1655 291
11916,2321 4291 814 4114 531 5394 3316 4912 4180 261 5442 1963 1029 1539 4251 4796 5609 1940 3243 3676
11917,5337 3735 5981 283 4172 6730 5644 4480 4809 3666 5223 1252 2557 1146 1958 2556 2970 596 1985 1373
11918,2557 5863 3410 5532 1610 6293 5442 4231 2104 1940 4709 1038 4023 2628 6826 5857 2115 3977 5323 4480
11919,6158 1696 2539 457 2557 4200 1339 5076 6330 5340 3316 1183 372 1418 5326 1373 6584 2152 4231 4912
11920,2628 4877 2449 640 5690 4291 4961 89 4800 2867 5266 247 5553 4453 5983 4589 1329 6729 1116 6158
11921,255 3462 2556 2329 4291 6058 2199 1786 4023 5469 1339 2369 5323 1294 2776 6332 5037 5116 3496 5966
11922,536 1171 5407 3602 2415 4291 2077 2414 2556 2886 2369 3711 6500 2050 86 6098 6670 6411 2557 6377
11923,4592 5252 6173 1402 6142 6034 2844 5076 1407 372 6050 6033 4313 3410 2152 5469 3576 1796 2556 3607
11924,271 3962 4342 4289 5668 5414 6784 6826 6926 2339 6293 2970 5592 655 3434 1940 2204 2645 287 6228
11925,5323 3607 5766 3496 6165 5671 2557 2341 4635 3977 3180 1000 1339 4264 457 4480 5490 3666 4572 2509
11926,3774 1009 2110 1940 3526 1393 3180 1690 3607 879 1503 4023 4896 981 868 1247 4720 5766 5323 4621
11927,1736 314 4634 1267 457 2167 92 5231 6431 2125 2835 4625 2152 2188 3966 2556 262 6312 6196 5458
11928,4238 4815 4970 6243 4889 1106 479 1403 5323 4709 2005 5715 5879 4023 3128 6808 5469 5295 956 750
11929,5258 5466 457 6050 2556 5469 4625 1554 1377 868 3236 5340 6584 6771 2653 4313 6330 3713 4200 4912
11930,3410 2556 4180 3989 955 3607 4545 3602 4200 4023 2152 2203 4264 5252 1554 5640 4767 6624 2228 5340
11931,5961 4533 2527 2228 4255 536 2796 4709 3754 814 2628 5295 3244 457 868 3830 2709 1447 4023 5329
11932,1171 3244 5972 5863 2228 6464 2556 4180 4892 3410 86 5252 2886 608 2077 4291 5813 4103 531 4554
11933,2473 868 5466 5969 2557 3602 1339 1193 3526 814 5292 1960 5498 5746 6054 5688 4340 479 3410 5671
11934,5258 5326 1183 2628 43 6203 4552 655 4484 1800 2152 891 6704 814 1569 6621 5167 5690 2557 112
11935,1015 5636 6771 5218 4864 1848 3607 5609 5073 4728 3426 6349 1458 814 2390 868 5010 91 479 3325
11936,2527 1940 4709 5252 4545 4313 262 2557 3410 4533 2369 6332 291 3236 457 1554 1729 1168 2329 2653
11937,4200 4220 2115 2985 1799 3962 4604 6180 3198 6826 4217 1930 2904 6626 5469 3622 4848 2835 2228 1038
11938,1588 2233 4720 5857 5323 6532 5369 1467 6098 4023 5295 457 1940 4709 6165 3258 2509 2917 5630 2168
11939,1252 1373 5640 5337 2574 4023 4231 1958 283 4172 2329 4572 6637 4709 2101 1328 868 2970 2628 6516
11940,4023 2329 1940 755 5223 4500 4048 479 4570 6730 5630 6136 6210 5852 5644 2818 4190 2024 4172 3666
11941,563 814 5469 262 2556 2557 1168 5340 3512 2148 5966 3316 5065 6771 2653 5295 355 5225 5326 2891
11942,2412 1655 1252 1458 5812 5073 414 3040 5532 1554 3602 6077 1940 3410 4572 5723 6516 3506 665 3208
11943,412 6158 2921 4864 1800 4835 4373 167 3537 5498 6307 4291 86 2779 1588 6353 5063 2591 1597 3914
11944,2556 6454 4023 5323 6627 495 6165 4728 2818 329 4480 5369 2432 347 2110 2005 3795 4794 2314 3356
11945,2226 479 4200 5532 2438 3300 814 2162 1267 5369 5167 3824 5690 1418 1830 3516 6077 4519 3602 5356
11946,3977 4877 6411 5394 2574 559 2228 640 3356 1329 3496 6210 5477 1983 4809 1118 2324 3850 91 5489
11947,1700 4200 4342 1503 3666 814 3305 3236 5073 3269 1610 6685 2574 479 3040 275 697 424 6018 417
